"Banque","Type","Adresse"
"credit_mutuel","cooperative","455 PROMENADE DES ANGLAIS ,  06200 ,  NICE"
"credit_mutuel","cooperative","254 AVENUE DE LA CALIFORNIE ,  06200 ,  NICE"
"credit_mutuel","cooperative","24 AVENUE DE LA CALIFORNIE ,  06200 ,  NICE"
"credit_mutuel","cooperative","24 RUE DE LA REPUBLIQUE ,  06500 ,  MENTON"
"credit_mutuel","cooperative","102 BOULEVARD GENERAL DE GAULLE ,  06340 ,  LA TRINITE"
"credit_mutuel","cooperative","35 RUE BARBERIS ,  06300 ,  NICE"
"credit_mutuel","cooperative","19 RUE PASTORELLI ,  06000 ,  NICE"
"credit_mutuel","cooperative","21 RUE ALEXANDRE MARI ,  06300 ,  NICE"
"credit_mutuel","cooperative","29 AVENUE JEAN MEDECIN ,  06011 ,  NICE"
"credit_mutuel","cooperative","21 RUE DE LA BUFFA ,  06007 ,  NICE"
"credit_mutuel","cooperative","69 BOULEVARD GORBELLA ,  06100 ,  NICE"
"credit_mutuel","cooperative","28 BOULEVARD JOSEPH GARNIER ,  06000 ,  NICE"
"credit_mutuel","cooperative","20 AVENUE DE L EUROPE ,  07100 ,  ANNONAY"
