"Banque","Type","Longitude","Latitude"
"credit_agricole","cooperative",-0.788782,47.121952
"credit_agricole","cooperative",-0.490764,47.441157
"credit_agricole","cooperative",-0.477134,48.040912
"credit_agricole","cooperative",0.053241,47.393776
"credit_agricole","cooperative",0.732294,48.059797
"credit_agricole","cooperative",-0.279676,48.345232
"credit_agricole","cooperative",0.265726,48.011386
"credit_agricole","cooperative",0.620507,44.202671
"credit_agricole","cooperative",0.618893,44.194351
"credit_agricole","cooperative",0.613544,44.204298
"credit_agricole","cooperative",0.627283,44.204148
"credit_agricole","cooperative",0.636523,44.189129
"credit_agricole","cooperative",0.618127,44.200803
"credit_agricole","cooperative",0.614074,44.20447
"credit_agricole","cooperative",0.637102,44.188671
"credit_agricole","cooperative",0.636523,44.189129
"credit_agricole","cooperative",0.328357,44.305719
"credit_agricole","cooperative",-0.262442,43.701564
"credit_agricole","cooperative",-0.270596,43.694639
"credit_agricole","cooperative",-0.753773,43.592744
"credit_agricole","cooperative",-1.168875,44.662428
"credit_agricole","cooperative",-1.125764,44.76957
"credit_agricole","cooperative",-0.497623,44.868037
"credit_agricole","cooperative",0.650422,44.063219
"credit_agricole","cooperative",-1.015541,44.683563
"credit_agricole","cooperative",-0.512695,44.902384
"credit_agricole","cooperative",-0.215933,44.431988
"credit_agricole","cooperative",0.88162,44.277754
"credit_agricole","cooperative",-0.564236,44.81198
"credit_agricole","cooperative",-0.5474,44.80769
"credit_agricole","cooperative",-0.970226,44.638741
"credit_agricole","cooperative",-1.16616,44.395003
"credit_agricole","cooperative",-1.252154,44.444023
"credit_agricole","cooperative",-0.634862,44.90989
"credit_agricole","cooperative",-0.660773,45.128533
"credit_agricole","cooperative",0.646268,44.170361
"credit_agricole","cooperative",0.660359,44.157017
"credit_agricole","cooperative",0.661631,44.186487
"credit_agricole","cooperative",-0.571142,44.848435
"credit_agricole","cooperative",-0.559454,44.864767
"credit_agricole","cooperative",-0.552407,44.844581
"credit_agricole","cooperative",-0.55373,44.821505
"credit_agricole","cooperative",-0.617088,44.852463
"credit_agricole","cooperative",-0.575376,44.841961
"credit_agricole","cooperative",-0.614819,44.838491
"credit_agricole","cooperative",-0.572492,44.820271
"credit_agricole","cooperative",-0.580865,44.836617
"credit_agricole","cooperative",-0.574173,44.851958
"credit_agricole","cooperative",-0.611147,44.832466
"credit_agricole","cooperative",-0.578347,44.830708
"credit_agricole","cooperative",-0.577597,44.846018
"credit_agricole","cooperative",-0.573561,44.83121
"credit_agricole","cooperative",-0.574079,44.835091
"credit_agricole","cooperative",-0.596027,44.850123
"credit_agricole","cooperative",-0.580942,44.840083
"credit_agricole","cooperative",-0.580942,44.840083
"credit_agricole","cooperative",-0.595123,44.851824
"credit_agricole","cooperative",-0.595123,44.851824
"credit_agricole","cooperative",-0.574848,44.84436
"credit_agricole","cooperative",-0.552544,44.861338
"credit_agricole","cooperative",0.103551,44.385856
"credit_agricole","cooperative",-0.184949,44.827952
"credit_agricole","cooperative",-0.611727,44.882246
"credit_agricole","cooperative",0.296954,44.256821
"credit_agricole","cooperative",-0.31518,44.638594
"credit_agricole","cooperative",0.684592,44.539197
"credit_agricole","cooperative",-1.431006,43.643981
"credit_agricole","cooperative",-1.439951,43.653264
