"Banque","Type","Adresse","Longitude","Latitude"
"Société Générale","Lucrative","645 AV DU 22 AOUT 194413300 SALON DE PROVENCE",5.077797,43.633339
"Société Générale","Lucrative","16 AVENUE DE LA REPUBLIQUE13310 ST MARTIN DE CRAU",4.809716,43.638208
"Société Générale","Lucrative","21 CRS ARISTIDE BRIAND13150 TARASCON",4.6569,43.803417
"Société Générale","Lucrative","AV DE LA GRANDE BEGUDE13770 VENELLES",5.478534,43.590363
"Société Générale","Lucrative","RPT DE LA PIERRE PLANTEE13127 VITROLLES",5.248124,43.446446
"Société Générale","Lucrative","12 BD DELEAN14370 ARGENCES",-0.165181,49.127337
"Société Générale","Lucrative","26 RUE SAINT-MALO14400 BAYEUX",-0.705187,49.277943
"Société Générale","Lucrative","24 AV DE LA MER14390 CABOURG",-0.116121,49.290769
"Société Générale","Lucrative","42 RUE NICOLAS ORESME14000 CAEN",-0.400513,49.182225
"Société Générale","Lucrative","7 BD MARECHAL JUIN14000 CAEN",-0.367978,49.210104
"Société Générale","Lucrative","7 BD MARECHAL JUIN14000 CAEN",-0.367978,49.210104
"Société Générale","Lucrative","59 RUE DE FALAISE14000 CAEN",-0.354119,49.173386
"Société Générale","Lucrative","130 BD MAL LECLERC14000 CAEN",-0.362708,49.180759
"Société Générale","Lucrative","34 RTE LA DELIVRANDE14000 CAEN",-0.376625,49.292671
"Société Générale","Lucrative","52 AV HENRI CHERON14000 CAEN",-0.393413,49.173245
"Société Générale","Lucrative","9 PL DE MORNY14800 DEAUVILLE",0.077622,49.359637
"Société Générale","Lucrative","5 RUE PAUL CANTA14160 DIVES-SUR-MER",-0.097258,49.285842
"Société Générale","Lucrative","6 AVENUE DE LA BASILIQUE14440 DOUVRES LA DELIVRANDE",-0.373466,49.296849
"Société Générale","Lucrative","16 PL DU DR P.GERMAN14700 FALAISE",-0.199379,48.897601
"Société Générale","Lucrative","320 QUA DU VAL14200 HEROUVILLE SAINT CLAIR",-0.342101,49.20186
"Société Générale","Lucrative","4 RUE DES LOGETTES14600 HONFLEUR",0.233142,49.421269
"Société Générale","Lucrative","9 PLACE CLAUDE DEBUSSY14123 IFS",-0.353526,49.14007
"Société Générale","Lucrative","23 RUE PONT MORTAIN14100 LISIEUX",0.226377,49.144821
"Société Générale","Lucrative","2 RUE VOLTAIRE14270 MEZIDON-CANON",-0.074193,49.071902
"Société Générale","Lucrative","Z.A DE L'ETOILE14120 MONDEVILLE",-0.312916,49.169804
"Société Générale","Lucrative","97 RUE GRANDE14290 ORBEC",0.406724,49.021844
"Société Générale","Lucrative","4 RUE AUBER14150 OUISTREHAM",-0.259949,49.285333
"Société Générale","Lucrative","13 PL JEAN BUREAU14130 PONT-L'EVEQUE",0.186237,49.286511
"Société Générale","Lucrative","PL DU MARCHE14170 SAINT-PIERRE-EN-AUGE",-0.032437,49.017599
"Société Générale","Lucrative","6 RUE VICTOR HUGO14360 TROUVILLE SUR MER",0.080749,49.36631
"Société Générale","Lucrative","17 RUE D'AIGNAUX14500 VIRE",-0.890014,48.839699
"Société Générale","Lucrative","7B PL DU SQUARE15000 AURILLAC",2.444586,44.928274
"Société Générale","Lucrative","17 AV CH.PERIE15200 MAURIAC",2.335791,45.219481
"Société Générale","Lucrative","8 AV G CLEMENCEAU16000 ANGOULEME",-0.309681,45.686947
"Société Générale","Lucrative","107 RUE DE SAINTES16000 ANGOULEME",0.144303,45.658512
"Société Générale","Lucrative","11 RUE VICTOR HUGO16300 BARBEZIEUX",-0.154422,45.471584
"Société Générale","Lucrative","33 RUE D'ANGOULEME16100 COGNAC",-0.326386,45.694384
"Société Générale","Lucrative","17 RUE AUGIER16100 COGNAC",-0.332083,45.694036
"Société Générale","Lucrative","20 PL DU CHATEAU16200 JARNAC",-0.173503,45.679221
"Société Générale","Lucrative","41 RUE DE QUIERS16400 LA COURONNE",0.096672,45.610676
"Société Générale","Lucrative","26 GRANDE RUE16110 LA ROCHEFOUCAULD-EN-ANGOUMOIS",0.386277,45.740668
"Société Générale","Lucrative","4 AV JEAN JAURES16600 RUELLE/TOUVRE",0.223195,45.677811
"Société Générale","Lucrative","14 RUE DR EMILE ROUX16700 RUFFEC",0.201139,46.028899
